meeting_id,tot,n,dm_enum,dm_closing,dm_conn,li_aizuchi,li_understand,conf_request,conf_report,su_proposal,su_hedged,su_risk,info,listen,conf,speakup,y_weak
tv036,134.19,41,0.0,0.0,0.09896415530218343,0.004024144869215232,0.004024144869215232,0.0,0.0,0.0,0.037409643043445885,0.0,0.5118624152730179,0.9813753752651537,0.00020630899827846105,0.055875045399553395,0.38732978623400083
tv037,14.68,3,0.0,0.0,0.3365122615803815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6076040908673526,0.5,0.5,0.5,0.5269010227168381
tv038,45.39,10,0.0,0.0,0.0,0.03613130645516635,0.0,0.0,0.0,0.0,0.0,0.0,0.24089660691648035,0.9996173915459167,0.5,0.5,0.5601284996155993
tv039,38.440000000000005,12,0.0,0.0,0.0,0.0,0.0,0.05098855359001042,0.04474505723205001,0.05098855359001042,0.0,0.0,0.24089660691648035,0.5,0.997719610795192,0.9998374375847068,0.6846134138240948
tv040,42.92,13,0.0,0.0,0.3164026095060578,0.05731593662628145,0.0,0.0,0.0,0.0,0.0,0.0,0.6076040908673526,0.9996173915459167,0.5,0.5,0.6518053706033173
tv041,47.28,21,0.08671742808798642,0.0,0.09052453468697126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999974315610957,0.004088839685969286,0.5,0.00888593683645558,0.3782430520208801
tv042,166.82999999999998,68,0.0,0.0,0.19492896960978248,0.005035065635677143,0.005035065635677143,0.0,0.0,0.009830366241083657,0.0,0.0,0.5560165835999645,0.9813753752651537,0.00020630899827846105,0.6324515594512827,0.5425124568286699
tv043,51.54,17,0.0,0.0,0.05898331393092742,0.0,0.1587116802483508,0.0,0.0,0.0,0.0,0.0,0.3002002702918852,0.9387261714334026,0.5,0.14660753386985984,0.4713834938987869
tv044,42.36,13,0.0,0.0,0.12511803588290843,0.02549575070821526,0.0,0.0,0.0,0.06846081208687438,0.0,0.0,0.6076040908673526,0.9996173915459167,0.5,0.9998374375847068,0.776764729999494
tv045,9.540000000000001,3,0.0,0.0,0.2641509433962264,0.0,0.6582809224318658,0.0,0.0,0.0,0.0,0.0,0.6076040908673526,0.9943186938471683,0.5,0.5,0.6504806961786302
